1.7000 	 -0.3494 	 -0.0960 	 -0.0019 	 0.1552 
1.7050 	 -0.2794 	 -0.0655 	 -0.0430 	 0.1547 
1.7100 	 -0.2039 	 -0.0350 	 -0.0855 	 0.1539 
1.7150 	 -0.1254 	 -0.0063 	 -0.1279 	 0.1530 
1.7200 	 -0.0465 	 0.0190 	 -0.1693 	 0.1521 
1.7250 	 0.0301 	 0.0395 	 -0.2089 	 0.1512 
1.7300 	 0.1017 	 0.0538 	 -0.2459 	 0.1504 
1.7350 	 0.1664 	 0.0610 	 -0.2799 	 0.1498 
1.7400 	 0.2229 	 0.0608 	 -0.3101 	 0.1495 
1.7450 	 0.2715 	 0.0538 	 -0.3355 	 0.1494 
1.7500 	 0.3128 	 0.0419 	 -0.3547 	 0.1495 
1.7550 	 0.3481 	 0.0273 	 -0.3661 	 0.1497 
1.7600 	 0.3784 	 0.0128 	 -0.3677 	 0.1500 
1.7650 	 0.4048 	 0.0009 	 -0.3580 	 0.1502 
1.7700 	 0.4278 	 -0.0062 	 -0.3357 	 0.1505 
1.7750 	 0.4477 	 -0.0071 	 -0.3004 	 0.1507 
1.7800 	 0.4643 	 -0.0013 	 -0.2533 	 0.1508 
1.7850 	 0.4768 	 0.0107 	 -0.1969 	 0.1506 
1.7900 	 0.4842 	 0.0282 	 -0.1354 	 0.1503 
1.7950 	 0.4854 	 0.0500 	 -0.0738 	 0.1498 
1.8000 	 0.4791 	 0.0748 	 -0.0174 	 0.1493 
1.8050 	 0.4645 	 0.1011 	 0.0291 	 0.1488 
1.8100 	 0.4415 	 0.1271 	 0.0625 	 0.1483 
1.8150 	 0.4108 	 0.1508 	 0.0813 	 0.1479 
1.8200 	 0.3738 	 0.1705 	 0.0855 	 0.1476 
1.8250 	 0.3323 	 0.1848 	 0.0771 	 0.1474 
1.8300 	 0.2877 	 0.1929 	 0.0588 	 0.1476 
1.8350 	 0.2415 	 0.1947 	 0.0340 	 0.1481 
1.8400 	 0.1943 	 0.1906 	 0.0059 	 0.1491 
1.8450 	 0.1464 	 0.1815 	 -0.0225 	 0.1507 
1.8500 	 0.0978 	 0.1681 	 -0.0492 	 0.1526 
1.8550 	 0.0486 	 0.1514 	 -0.0724 	 0.1547 
1.8600 	 -0.0009 	 0.1323 	 -0.0911 	 0.1567 
1.8650 	 -0.0501 	 0.1114 	 -0.1045 	 0.1585 
1.8700 	 -0.0983 	 0.0899 	 -0.1124 	 0.1600 
1.8750 	 -0.1447 	 0.0685 	 -0.1147 	 0.1612 
1.8800 	 -0.1890 	 0.0485 	 -0.1117 	 0.1624 
1.8850 	 -0.2303 	 0.0308 	 -0.1039 	 0.1635 
1.8900 	 -0.2682 	 0.0159 	 -0.0921 	 0.1646 
1.8950 	 -0.3021 	 0.0043 	 -0.0771 	 0.1657 
1.9000 	 -0.3319 	 -0.0037 	 -0.0598 	 0.1665 
1.9050 	 -0.3574 	 -0.0081 	 -0.0415 	 0.1671 
1.9100 	 -0.3786 	 -0.0090 	 -0.0232 	 0.1675 
1.9150 	 -0.3956 	 -0.0067 	 -0.0062 	 0.1676 
1.9200 	 -0.4085 	 -0.0020 	 0.0086 	 0.1676 
1.9250 	 -0.4172 	 0.0043 	 0.0205 	 0.1675 
1.9300 	 -0.4219 	 0.0112 	 0.0290 	 0.1672 
1.9350 	 -0.4221 	 0.0178 	 0.0339 	 0.1669 
1.9400 	 -0.4178 	 0.0230 	 0.0353 	 0.1666 
1.9450 	 -0.4085 	 0.0262 	 0.0332 	 0.1662 
1.9500 	 -0.3940 	 0.0263 	 0.0282 	 0.1656 
1.9550 	 -0.3741 	 0.0229 	 0.0206 	 0.1647 
